time/s,freq/Hz,|Z|/Ohm,Phase(Z)/deg,I/A,Ewe/V,loop_index
1176.713557817653,0.009997264,539.09515,-2.5170352,1.3477066e-06,3.062403,0
1176.7318495252111,0.0,0.0,0.0,-7.166636e-07,3.0607455,0
1352.296544712779,7000018.5,50.699947,-20.767345,-2.0330339e-07,3.062618,1
1353.005531066432,5553741.0,55.59685,-19.094812,1.2666327e-06,3.062623,1
1354.6875364263396,4406287.0,59.8314,-17.518835,1.286774e-06,3.062609,1
1356.369525412898,3495908.2,62.845104,-16.13746,1.2890117e-06,3.0626225,1
1357.217537106524,2773623.0,65.82484,-14.925703,1.2151618e-06,3.062614,1
1357.6485442736157,2200573.5,68.24169,-13.763311,1.1495166e-06,3.062609,1
1358.0795312274568,1745917.5,70.48928,-12.7010145,1.2541385e-06,3.062621,1
1358.5105267945764,1385197.1,72.50977,-11.753231,1.171709e-06,3.0626042,1
1358.9415385483735,1099001.6,74.358215,-11.041391,1.1564168e-06,3.0626063,1
1359.372540515542,871938.1,76.132935,-10.470719,1.2060239e-06,3.0626,1
1359.8035478959646,691786.7,77.86321,-9.994859,1.1620115e-06,3.062616,1
1360.2345275431144,548860.6,79.514435,-9.70422,1.1942742e-06,3.0626125,1
1360.6655255369114,435458.72,81.3753,-9.404027,1.1420569e-06,3.0626137,1
1361.096544437387,345494.38,83.067955,-9.23425,1.0523535e-06,3.0626056,1
1361.527545364559,274105.56,84.95549,-9.066116,1.1364614e-06,3.0626059,1
1361.958536664999,217478.84,86.870964,-8.991862,1.1187432e-06,3.0625958,1
1362.250535265528,172543.05,88.74332,-8.836109,1.0842424e-06,3.0626032,1
1363.5155379656208,136895.03,90.645256,-8.83328,1.1086729e-06,3.0625997,1
1365.1985262855742,108614.164,92.60182,-8.7360525,1.1062483e-06,3.062597,1
1366.4645518923498,86169.46,94.77038,-8.6832285,1.0044233e-06,3.062583,1
1366.895532579496,68364.016,96.69874,-8.602777,9.55935e-07,3.062582,1
1367.327551293347,54242.133,98.67671,-8.6923485,1.0342621e-06,3.06259,1
1367.619530000593,43033.695,100.694214,-8.63414,1.0238184e-06,3.0625913,1
1368.0505340210366,34144.895,102.67985,-8.727733,9.680571e-07,3.0625923,1
1368.3425390749326,27093.232,104.98034,-8.914042,1.0461977e-06,3.0625913,1
1368.6345385021268,21489.018,107.02423,-9.189645,9.958444e-07,3.0625918,1
1368.926544809292,17053.887,109.472885,-9.4601145,9.960308e-07,3.0625868,1
1369.3575434964587,13528.057,111.69306,-9.920454,9.921146e-07,3.062594,1
1369.649544523665,10735.229,114.433784,-10.292127,1.0029311e-06,3.0625854,1
1369.965343605305,8517.451,117.37313,-10.820088,9.911821e-07,3.0625858,1
1370.3408532231988,6753.7354,120.55828,-11.413064,9.408289e-07,3.062588,1
1370.792396657911,5359.6797,123.97327,-12.132534,9.384045e-07,3.0625794,1
1371.2608821202302,4253.6406,128.10307,-12.802298,9.432532e-07,3.0625966,1
1371.7278592090734,3373.921,132.4766,-13.4603195,9.646998e-07,3.0625916,1
1372.1946375511907,2677.5674,137.40453,-14.068571,9.477288e-07,3.0625937,1
1372.6618881334434,2124.317,142.84805,-14.739893,9.717862e-07,3.0626009,1
1373.128726635623,1685.5374,148.60167,-15.372698,8.928996e-07,3.0625982,1
1373.5954937510978,1337.1407,154.8247,-15.858514,9.1042983e-07,3.0625982,1
1374.0626340132294,1061.0223,161.51877,-16.330261,9.609694e-07,3.0625937,1
1374.529499235432,841.34937,169.06798,-16.763567,9.111756e-07,3.062605,1
1374.9985259777022,667.64954,176.64684,-17.128092,9.626476e-07,3.062601,1
1375.4658568799496,529.83014,184.72064,-17.733507,9.997597e-07,3.0625966,1
1375.93261274205,420.40347,193.42122,-18.043072,9.646989e-07,3.0625935,1
1376.4017450577448,333.39932,202.35591,-18.656847,9.4754154e-07,3.0625951,1
1376.8701432132948,264.5768,212.57039,-19.080605,8.9178013e-07,3.0625947,1
1377.3358595554455,209.93277,223.7149,-19.399529,9.074455e-07,3.0625973,1
1377.7989307240787,166.5458,235.92993,-19.933184,8.9140707e-07,3.0625985,1
1378.509551131152,132.1569,249.86732,-20.341747,1.7315743e-06,3.0625942,1
1378.9771458733449,104.8319,264.95303,-20.553581,1.7220852e-06,3.0625894,1
1379.4522428025812,83.16338,281.61438,-20.644178,1.7052512e-06,3.0625916,1
1379.911774104461,65.992546,299.84177,-20.433199,1.713808e-06,3.0625951,1
1380.3607660724592,52.362606,318.87036,-19.858114,1.7081592e-06,3.0625873,1
1380.8114425204549,41.52827,338.09094,-18.922472,1.7259255e-06,3.0625944,1
1381.304171050535,32.964127,357.27655,-17.912819,1.7514099e-06,3.062594,1
1381.7530189385725,26.146248,375.76587,-16.577,1.7343705e-06,3.062598,1
1382.2045855733304,20.750315,392.33835,-15.092862,1.7374839e-06,3.0626073,1
1382.6350508204632,16.45893,407.92825,-13.680668,1.7312758e-06,3.0626009,1
1383.164472818884,13.064369,421.22687,-12.245096,1.7871662e-06,3.0625994,1
1383.6168481471104,10.361374,432.7865,-10.9417,1.7118875e-06,3.062592,1
1384.1740253202297,8.223653,442.45593,-9.633938,1.7849477e-06,3.0626028,1
1384.5441147511447,6.5212846,450.78625,-8.479695,1.7372973e-06,3.062603,1
1385.0000910661329,5.1738396,458.18243,-7.4193835,1.7310148e-06,3.0626013,1
1385.5585168792604,4.103206,464.7912,-6.542698,1.7861129e-06,3.0626044,1
1386.2478462720755,3.257923,469.9875,-5.7132998,1.7165295e-06,3.0625966,1
1387.1029491393565,2.5834963,474.96033,-5.0954027,1.7546354e-06,3.0626023,1
1388.167894523256,2.049446,479.08032,-4.516321,1.76775e-06,3.0626063,1
1390.1660708848358,1.6259104,483.23822,-4.0921497,1.8493439e-06,3.062602,1
1391.834295737368,1.2902544,486.95325,-3.7013202,1.8460562e-06,3.062607,1
1393.926122716759,1.0236502,489.95712,-3.3308313,1.8182043e-06,3.062592,1
1396.5490301746613,0.8126199,492.72308,-3.0357347,1.7945385e-06,3.0625918,1
1399.84746299799,0.64438283,495.54013,-2.8670232,1.797252e-06,3.062584,1
1403.9928495682543,0.51122236,498.2015,-2.6108856,1.8109774e-06,3.0625944,1
1409.2074913359102,0.4058443,500.99826,-2.456443,1.8097851e-06,3.0625865,1
1415.7728257277631,0.32181963,503.95465,-2.350393,1.7982144e-06,3.06259,1
1424.038980920377,0.25531054,506.3362,-2.2709336,1.7988491e-06,3.0625987,1
1434.4484626947524,0.2025798,508.40778,-2.1435652,1.7817504e-06,3.062591,1
1447.5607826242776,0.16068146,510.82968,-2.1034052,1.7735559e-06,3.06259,1
1464.0746545019938,0.12750551,512.90076,-2.045388,1.766066e-06,3.0626,1
1484.8678595162637,0.10123998,515.66345,-2.00758,1.7625629e-06,3.0625985,1
1511.0716731608973,0.08030087,517.6644,-1.9641255,1.7395743e-06,3.0626082,1
1544.1064707832265,0.063687116,520.06085,-1.9443892,1.7037853e-06,3.0626097,1
1585.7399810007628,0.050522164,522.7706,-1.9354005,1.6888806e-06,3.0626147,1
1638.2222976535413,0.040071532,525.0773,-1.9912897,1.6986405e-06,3.0626245,1
1704.3293506334157,0.03180936,527.2668,-2.0641277,1.6965831e-06,3.0626261,1
1787.5946007216553,0.02525203,529.28394,-2.1328247,1.6239563e-06,3.0626192,1
1892.6322078706435,0.020016208,531.7112,-2.173915,1.5621188e-06,3.0626051,1
2025.042058853156,0.01587741,533.6189,-2.2748163,1.5321432e-06,3.062613,1
2191.7967831736023,0.01260668,536.04126,-2.378314,1.4303948e-06,3.0626075,1
2402.0672512675374,0.009997264,539.0849,-2.4978426,1.4100767e-06,3.062618,1
2402.085697721792,0.0,0.0,0.0,-6.6047323e-06,3.060797,1
2577.9253797757556,7000018.5,50.88099,-20.635057,8.687993e-08,3.0628428,2
2579.0513828959083,5553741.0,55.629845,-19.106472,1.4935947e-06,3.0628548,2
2580.7333881491213,4406287.0,59.830936,-17.451756,1.2931145e-06,3.0628402,2
2582.4153838023194,3495908.2,62.778717,-16.21544,1.3126964e-06,3.0628395,2
2583.124383062648,2773623.0,65.85476,-14.980374,1.2207565e-06,3.0628326,2
2583.555383909843,2200573.5,68.30808,-13.785105,1.2381008e-06,3.0628324,2
2583.9863866503,1745917.5,70.503075,-12.6875515,1.2341839e-06,3.0628293,2
2584.417390884075,1385197.1,72.52837,-11.770453,1.2408979e-06,3.0628288,2
2584.848385784542,1099001.6,74.449165,-11.052282,1.2078889e-06,3.0628376,2
2585.279397618375,871938.1,76.11269,-10.467703,1.2054645e-06,3.0628386,2
2585.7103969188174,691786.7,77.83537,-10.000002,1.3072895e-06,3.0628314,2
2586.142389952671,548860.6,79.56412,-9.668775,1.2149749e-06,3.062839,2
2586.5733870664844,435458.72,81.34865,-9.437353,1.2528338e-06,3.0628366,2
2587.004387513618,345494.38,83.16524,-9.281503,1.1884935e-06,3.062839,2
2587.435386307421,274105.56,84.98941,-9.091975,1.1478376e-06,3.0628302,2
2587.8663957145764,217478.84,86.951225,-8.960544,1.1737587e-06,3.0628262,2
2588.1583813017933,172543.05,88.84214,-8.823721,1.1569748e-06,3.0628192,2
2589.4233738951734,136895.03,90.629364,-8.742936,1.1635019e-06,3.062826,2
2591.105398081767,108614.164,92.61913,-8.655015,1.1429875e-06,3.0628178,2
2591.9533742553904,86169.46,94.74957,-8.671394,1.092448e-06,3.0628204,2
2592.524394469161,68364.016,96.66384,-8.642317,1.0503005e-06,3.0628183,2
2592.955375369638,54242.133,98.72004,-8.705141,1.064101e-06,3.062815,2
2593.3863961900934,43033.695,100.8252,-8.70793,1.0549628e-06,3.06281,2
2593.678375217307,34144.895,102.68938,-8.704087,1.0072205e-06,3.0628061,2
2593.9703819511924,27093.232,104.963165,-8.948904,1.0432137e-06,3.0628164,2
2594.2623850583914,21489.018,106.97589,-9.146638,1.0146802e-06,3.0628095,2
2594.6933779055253,17053.887,109.308846,-9.40164,1.0383649e-06,3.0628085,2
2594.985383546038,13528.057,111.82643,-9.864322,1.0074069e-06,3.06281,2
2595.277386679896,10735.229,114.35251,-10.348791,1.0199018e-06,3.0628135,2
2595.593187681574,8517.451,117.34958,-10.895382,1.046384e-06,3.062814,2
2595.968676419463,6753.7354,120.43338,-11.468738,9.574268e-07,3.0628169,2
2596.4222704942804,5359.6797,124.25325,-12.123742,9.995741e-07,3.0628264,2
2596.889714969875,4253.6406,128.40836,-12.737698,9.934197e-07,3.0628119,2
2597.3567117120547,3373.921,132.4406,-13.422591,1.0316506e-06,3.0628066,2
2597.823474134202,2677.5674,137.57222,-14.096517,1.0588785e-06,3.0628161,2
2598.290729063083,2124.317,142.96013,-14.814743,1.0756628e-06,3.0628183,2
2598.7575954319327,1685.5374,148.38954,-15.375244,1.00349e-06,3.062816,2
2599.2243227073923,1337.1407,154.85501,-15.896968,1.0333287e-06,3.062815,2
2599.6914630495594,1061.0223,161.68015,-16.345581,1.021393e-06,3.0628178,2
2600.1583250983967,841.34937,169.07286,-16.768421,1.0488075e-06,3.0628202,2
2600.6273414673633,667.64954,176.49776,-17.189226,1.0096438e-06,3.0628004,2
2601.0946999696025,529.83014,184.95515,-17.610209,1.0568265e-06,3.0628068,2
2601.5614621517016,420.40347,193.26822,-18.12555,1.0016246e-06,3.0628054,2
2602.0306011073917,333.39932,202.74301,-18.38969,9.684288e-07,3.0628242,2
2602.4989870229037,264.5768,212.63536,-18.99074,1.0359392e-06,3.0628254,2
2602.964703311751,209.93277,223.69145,-19.425114,1.0279201e-06,3.0628252,2
2603.4277780537377,166.5458,235.9506,-19.904741,1.0213928e-06,3.062816,2
2604.1384079807904,132.1569,249.75159,-20.329905,1.7604331e-06,3.062809,2
2604.6069682163943,104.8319,265.23682,-20.598854,1.7777705e-06,3.0628145,2
2605.082060532295,83.16338,281.919,-20.551037,1.8071885e-06,3.0628254,2
2605.542668234193,65.992546,299.53235,-20.322378,1.7914914e-06,3.0628211,2
2605.991626122195,52.362606,318.97528,-19.791735,1.7564247e-06,3.0628092,2
2606.443285636953,41.52827,338.2806,-18.962847,1.7636768e-06,3.062807,2
2606.9360003536567,32.964127,357.60336,-17.80024,1.7872222e-06,3.0628166,2
2607.384869841684,26.146248,375.45145,-16.529692,1.7611226e-06,3.0628018,2
2607.837410983164,20.750315,392.40143,-15.091216,1.7881356e-06,3.0628157,2
2608.267921750288,16.45893,407.529,-13.716219,1.7712455e-06,3.062811,2
2608.797294628748,13.064369,420.91913,-12.235134,1.8442404e-06,3.0628245,2
2609.2496796102787,10.361374,432.64374,-10.84127,1.7711895e-06,3.0628111,2
2609.8069107300544,8.223653,442.36514,-9.571186,1.8047461e-06,3.0628133,2
2610.1769591209595,6.5212846,451.5224,-8.432356,1.7551382e-06,3.0628035,2
2610.632940635958,5.1738396,458.6579,-7.41399,1.7608802e-06,3.0628054,2
2611.1914035158115,4.103206,464.82062,-6.519711,1.8040563e-06,3.0628161,2
2611.8806300552387,3.257923,470.20316,-5.771033,1.7621478e-06,3.0628169,2
2612.735828042496,2.5834963,474.69562,-5.137146,1.812539e-06,3.0628169,2
2613.801752146479,2.049446,478.82492,-4.507262,1.8158711e-06,3.062809,2
2615.799988161365,1.6259104,482.814,-4.0532627,1.891166e-06,3.062813,2
2617.467985120602,1.2902544,486.42236,-3.6915781,1.8674805e-06,3.0628054,2
2619.559119086596,1.0236502,489.48886,-3.322003,1.8857928e-06,3.0628088,2
2622.181871131179,0.8126199,492.55197,-3.0605137,1.8698888e-06,3.0628068,2
2625.4802139278036,0.64438283,495.5186,-2.8461893,1.8591742e-06,3.0628002,2
2629.6257178314117,0.51122236,497.93466,-2.6163986,1.8517486e-06,3.0628045,2
2634.839766399062,0.4058443,500.6862,-2.4725685,1.8328749e-06,3.0627973,2
2641.4058112175844,0.32181963,503.56207,-2.3463192,1.7976283e-06,3.0627866,2
2649.67298539693,0.25531054,505.8067,-2.2344341,1.8030853e-06,3.0627887,2
2660.0812164779636,0.2025798,508.20154,-2.1582122,1.803583e-06,3.0627909,2
2673.193521127454,0.16068146,510.65912,-2.1120825,1.7906069e-06,3.0628028,2
2689.7092733785394,0.12750551,512.81805,-2.0333397,1.798747e-06,3.062801,2
2710.501671912818,0.10123998,515.2785,-1.9886158,1.7761867e-06,3.0628037,2
2736.7064258774044,0.08030087,517.2968,-1.969779,1.7609093e-06,3.0628154,2
2769.740307259781,0.063687116,519.74335,-1.9337183,1.7526997e-06,3.0628154,2
2811.3738268106536,0.050522164,522.16864,-1.972459,1.7210062e-06,3.062804,2
2863.85605741007,0.040071532,524.3317,-1.985942,1.7077889e-06,3.0628102,2
2929.9630934566376,0.03180936,526.79877,-2.078729,1.6107442e-06,3.0628,2
3013.228386584844,0.02525203,528.8792,-2.0767708,1.6372622e-06,3.062804,2
3118.265936240554,0.020016208,530.95355,-2.2226975,1.5898237e-06,3.0628102,2
3250.674760262991,0.01587741,532.5057,-2.2955184,1.5318079e-06,3.0628092,2
3417.428369623318,0.01260668,535.4422,-2.3720646,1.5000318e-06,3.0628133,2
3627.698840357334,0.009997264,537.9486,-2.4929645,1.4282608e-06,3.0628142,2
3627.7165459315293,0.0,0.0,0.0,-5.7792486e-06,3.0610375,2
3803.5592264656007,7000018.5,50.84719,-20.794844,-3.3366214e-07,3.0629313,3
3805.2412393188133,5553741.0,55.619656,-19.10098,1.1211681e-06,3.0629628,3
3806.9232420653716,4406287.0,59.81458,-17.42866,1.0406029e-06,3.0629392,3
3808.605238571952,3495908.2,62.758472,-16.20866,9.883845e-07,3.0629232,3
3809.1762400657317,2773623.0,65.81788,-15.016388,1.031839e-06,3.0629256,3
3809.607237712902,2200573.5,68.268906,-13.762453,9.729075e-07,3.0629199,3
3810.038247306671,1745917.5,70.502914,-12.692271,9.943536e-07,3.062914,3
3810.4692435138422,1385197.1,72.47226,-11.762613,9.773833e-07,3.0629191,3
3810.900231614316,1099001.6,74.395065,-11.01052,1.0167336e-06,3.0629234,3
3811.3312353681104,871938.1,76.0555,-10.446522,1.0564565e-06,3.0629308,3
3811.7622412018973,691786.7,77.867714,-9.996552,9.674991e-07,3.062926,3
3812.1932279957255,548860.6,79.54695,-9.702546,9.721609e-07,3.0629246,3
3812.624223722858,435458.72,81.30096,-9.433612,9.697372e-07,3.062917,3
3813.055238996647,345494.38,83.12907,-9.2425375,9.574285e-07,3.0629282,3
3813.4862441637815,274105.56,84.96857,-9.08545,9.1845095e-07,3.0629134,3
3813.9172462375864,217478.84,86.90388,-8.992673,9.044626e-07,3.062909,3
3814.209244304817,172543.05,88.71648,-8.847055,8.311713e-07,3.0629094,3
3815.4742328715656,136895.03,90.690315,-8.737607,9.3859126e-07,3.062921,3
3817.157222204798,108614.164,92.52301,-8.63529,9.885712e-07,3.0629206,3
3818.006230591811,86169.46,94.72563,-8.720325,9.932337e-07,3.0629156,3
3818.576236032197,68364.016,96.62826,-8.64215,9.898768e-07,3.0629163,3
3819.0072225327167,54242.133,98.72753,-8.59969,1.0268024e-06,3.0629115,3
3819.3002445199672,43033.695,100.61061,-8.678125,1.0212075e-06,3.0629156,3
3819.731245820425,34144.895,102.7254,-8.754643,1.0036772e-06,3.062921,3
3820.023231647632,27093.232,104.840096,-8.917471,9.889442e-07,3.0629249,3
3820.3152466481697,21489.018,107.10953,-9.102618,9.827899e-07,3.0629227,3
3820.6072455686663,17053.887,109.08414,-9.398311,9.60224e-07,3.062925,3
3821.0382431891776,13528.057,111.78357,-9.854774,9.80179e-07,3.0629268,3
3821.3302250963316,10735.229,114.48171,-10.396759,9.2441746e-07,3.0629213,3
3821.6460384713864,8517.451,117.451805,-10.906681,9.199417e-07,3.06292,3
3822.0215370759106,6753.7354,120.55136,-11.435013,8.363928e-07,3.0629258,3
3822.473100457297,5359.6797,124.10961,-12.109414,8.509391e-07,3.0629196,3
3822.940553812892,4253.6406,128.04253,-12.781897,8.2296503e-07,3.0629132,3
3823.4075874350674,3373.921,132.35066,-13.485585,8.809643e-07,3.0629165,3
3823.8742872171715,2677.5674,137.60487,-14.094141,8.660448e-07,3.0629227,3
3824.3415447594307,2124.317,142.79115,-14.756543,8.578389e-07,3.0629225,3
3824.808453714948,1685.5374,148.53346,-15.395264,8.990538e-07,3.0629227,3
3825.2751822970604,1337.1407,154.85661,-15.828509,8.3732454e-07,3.0629082,3
3825.742311679249,1061.0223,161.56656,-16.288261,8.5075186e-07,3.0629184,3
3826.209166981411,841.34937,169.16609,-16.735949,8.500058e-07,3.0629177,3
3826.6781846037047,667.64954,176.43034,-17.121468,7.8529257e-07,3.0629148,3
3827.1455635859456,529.83014,184.5191,-17.545095,7.9275225e-07,3.0629141,3
3827.612310541401,420.40347,193.39929,-18.088305,8.087907e-07,3.0629146,3
3828.0814544304158,333.39932,202.88925,-18.410309,8.4217294e-07,3.062916,3
3828.548821705932,264.5768,212.39966,-19.002535,7.8697093e-07,3.0629249,3
3829.0145690080535,209.93277,224.01604,-19.489893,7.748489e-07,3.0629237,3
3829.4776426300377,166.5458,236.26949,-20.01859,8.128935e-07,3.062912,3
3830.1892447171413,132.1569,249.89705,-20.3242,1.6418104e-06,3.0629222,3
3830.6578451394016,104.8319,265.13013,-20.55569,1.6348567e-06,3.0629168,3
3831.132940121999,83.16338,281.80484,-20.625925,1.6309605e-06,3.06291,3
3831.5925134505087,65.992546,299.75833,-20.37486,1.6369632e-06,3.0629137,3
3832.0414893385023,52.362606,318.61664,-19.789537,1.6055506e-06,3.0628977,3
3832.4921394132107,41.52827,338.39673,-18.976965,1.6180969e-06,3.0629077,3
3832.9848549565795,32.964127,356.8253,-17.820637,1.6176122e-06,3.0629098,3
3833.433725457944,26.146248,375.29736,-16.596264,1.6099686e-06,3.0629005,3
3833.8872717194754,20.750315,392.35614,-15.130288,1.5849877e-06,3.062899,3
3834.317754619944,16.45893,407.2895,-13.554433,1.5722734e-06,3.0628953,3
3834.8471353117056,13.064369,420.8306,-12.182225,1.6721882e-06,3.0629125,3
3835.299503253249,10.361374,432.63223,-10.801926,1.6119076e-06,3.0629134,3
3835.8567266130267,8.223653,442.39624,-9.604368,1.6724306e-06,3.062919,3
3836.2268030039413,6.5212846,450.97388,-8.495682,1.6121685e-06,3.0629246,3
3836.6827836389275,5.1738396,458.3901,-7.405045,1.611516e-06,3.0629163,3
3837.2412162254477,4.103206,463.83658,-6.4858117,1.6656353e-06,3.062928,3
3837.9305432715482,3.257923,469.50372,-5.743548,1.589117e-06,3.0629203,3
3838.785673552149,2.5834963,474.36523,-5.112854,1.64319e-06,3.0629222,3
